0.705530	1.411954	7.287688
0.487361	0.556738	6.506067
1.327739	0.993591	7.342251
0.855523	0.023999	7.026648
0.804229	1.998556	7.866462
1.820433	0.613926	6.892221
1.542319	1.270075	9.647398
1.724884	1.081206	12.247828
1.975175	1.460148	12.476606
1.852979	1.133232	10.975816
1.111419	1.790699	9.073740
0.902884	0.223844	6.740977
1.688701	0.888470	9.409291
0.758773	1.939995	8.976772
1.144454	0.004789	7.153808
0.138590	0.597249	5.659072
1.738169	0.872962	11.376545
0.027485	1.719454	5.315922
1.826834	0.597872	8.666590
0.345263	0.465878	4.999713
0.839189	1.392433	8.631500
1.310955	0.903351	10.756988
0.803389	0.105142	5.067226
1.409426	0.511839	9.162813
1.011649	1.525372	7.458297
1.926060	0.843728	12.549859
1.557912	1.876716	10.431275
0.310051	0.512886	5.990193
0.415527	0.020168	5.819975
0.706520	0.780258	8.272805
0.046280	0.848208	7.018338
0.630189	1.844381	7.596990
1.812825	1.269830	10.120812
0.414338	0.250046	4.739944
0.342714	0.682196	6.187488
1.621580	0.829634	9.699139
1.640834	1.090187	8.435131
1.686600	1.357247	10.307415
0.432409	0.195925	5.705234
1.943615	0.285272	10.890135
0.984940	1.677620	10.319365
0.612726	0.739598	4.762746
1.660827	1.966679	9.984435
0.573818	0.505999	6.536350
0.017952	0.362603	2.572834
0.856314	1.495526	9.195781
0.038246	1.400545	6.736214
1.529060	1.569851	9.768382
0.935852	1.025665	6.533846
1.980492	1.616262	11.210183
0.191829	1.953884	7.770140
1.746175	0.869189	10.574599
0.775625	0.338912	6.172252
0.667982	0.045295	6.234200
0.687130	1.253699	7.112837
1.114864	1.371502	8.490847
0.153451	1.875161	5.019104
1.541620	1.376305	9.814622
0.026210	0.235731	3.789324
1.360555	1.625286	10.383780
1.778083	0.130680	8.449837
1.453409	1.083092	9.145799
1.069263	0.434185	7.603144
1.649260	1.332409	11.133758
0.598066	1.033602	7.878147
0.183960	0.645454	5.837731
0.980196	0.643926	8.285260
1.937866	0.503972	10.081377
0.194562	1.252062	7.897752
1.973482	0.543670	10.589948
0.192937	1.524692	6.520445
0.910576	0.941054	6.674484
1.185869	0.180512	6.436502
1.337007	0.391116	11.146968
1.125032	1.656360	8.039055
0.847929	1.830509	6.328599
1.829981	0.172469	11.178191
0.035537	1.084738	7.096873
0.242458	1.687112	5.715287
1.929044	1.873810	10.671093
0.079338	0.078796	4.097653
0.863895	0.682334	7.039760
1.907404	1.898192	12.200213
1.359181	0.939967	9.124463
0.900716	0.262865	6.147074
1.517180	0.855340	7.886532
1.550019	1.254660	10.718278
0.790924	0.534946	5.820770
1.823420	1.171731	10.320896
0.221480	1.654544	7.175914
0.562445	1.217692	8.341962
1.600518	1.662245	10.688981
0.263133	1.975470	7.545231
1.871326	0.201073	8.984804
0.834687	0.890737	7.863041
1.284084	0.521104	8.396770
1.774048	1.249358	11.357547
0.122364	1.621212	6.316624
1.535652	0.574389	8.123054
0.156003	1.615691	5.715370
